VIN Prefix,VIN Model Year,Vehicle Name,Make,Model-full,Vehicle Manufacturer,Technology,Model Year,Date Added,Date Updated,VIN_Key,Vehicle Category,Vehicle Use Case,Vehicle Class,,Last Refresh Date
1FUAH3F9,N,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2022,3/15/2023,7/11/2023,1FUAH3F9N,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FUAH3F7,N,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2022,3/15/2023,7/11/2023,1FUAH3F7N,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FUAH2F7,N,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2022,3/15/2023,7/11/2023,1FUAH2F7N,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FUAH2F9,N,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2022,3/15/2023,7/11/2023,1FUAH2F9N,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FVAH2F9,N,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2022,3/15/2023,7/11/2023,1FVAH2F9N,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FVAH3F9,N,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2022,3/15/2023,7/11/2023,1FVAH3F9N,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FVAH3F7,N,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2022,3/15/2023,7/11/2023,1FVAH3F7N,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FVAH2F7,N,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2022,3/15/2023,7/11/2023,1FVAH2F7N,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FVAH3F7,P,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2023,3/15/2023,7/11/2023,1FVAH3F7P,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FVAH2F9,P,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2023,3/15/2023,7/11/2023,1FVAH2F9P,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FVAH3F9,P,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2023,3/15/2023,7/11/2023,1FVAH3F9P,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FVAH2F7,P,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2023,3/15/2023,7/11/2023,1FVAH2F7P,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FUAH2F7,P,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2023,3/15/2023,7/11/2023,1FUAH2F7P,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FUAH3F9,P,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2023,3/15/2023,7/11/2023,1FUAH3F9P,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FUAH2F9,P,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2023,3/15/2023,7/11/2023,1FUAH2F9P,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
1FUAH3F7,P,Freightliner eM2,Freightliner,eM2,Freightliner Trucks,BEV,2023,3/15/2023,7/11/2023,1FUAH3F7P,Heavy-Duty (Class 7-8),Delivery Truck,"Class 7: 26,001 - 33,000 lbs",,
5ASAJ274,1,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2001,9/21/2022,9/21/2022,5ASAJ2741,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,1,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2001,9/21/2022,9/21/2022,5ASAG2741,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAK274,1,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2001,9/21/2022,9/21/2022,5ASAK2741,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG474,1,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2001,9/21/2022,9/21/2022,5ASAG4741,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG674,1,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2001,9/21/2022,9/21/2022,5ASAG6741,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAK274,2,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2002,9/21/2022,9/21/2022,5ASAK2742,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG474,2,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2002,9/21/2022,9/21/2022,5ASAG4742,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,2,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2002,9/21/2022,9/21/2022,5ASAG2742,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAJ274,2,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2002,9/21/2022,9/21/2022,5ASAJ2742,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG674,2,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2002,9/21/2022,9/21/2022,5ASAG6742,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAJ274,3,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2003,9/21/2022,9/21/2022,5ASAJ2743,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAK274,3,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2003,9/21/2022,9/21/2022,5ASAK2743,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG674,3,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2003,9/21/2022,9/21/2022,5ASAG6743,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG474,3,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2003,9/21/2022,9/21/2022,5ASAG4743,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,3,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2003,9/21/2022,9/21/2022,5ASAG2743,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAK274,4,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2004,9/21/2022,9/21/2022,5ASAK2744,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG674,4,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2004,9/21/2022,9/21/2022,5ASAG6744,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG474,4,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2004,9/21/2022,9/21/2022,5ASAG4744,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,4,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2004,9/21/2022,9/21/2022,5ASAG2744,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAJ274,4,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2004,9/21/2022,9/21/2022,5ASAJ2744,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG674,5,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2005,9/21/2022,9/21/2022,5ASAG6745,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG474,5,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2005,9/21/2022,9/21/2022,5ASAG4745,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,5,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2005,9/21/2022,9/21/2022,5ASAG2745,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAJ274,5,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2005,9/21/2022,9/21/2022,5ASAJ2745,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAK274,5,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2005,9/21/2022,9/21/2022,5ASAK2745,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAJ274,6,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2006,9/21/2022,9/21/2022,5ASAJ2746,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAK274,6,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2006,9/21/2022,9/21/2022,5ASAK2746,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,6,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2006,9/21/2022,9/21/2022,5ASAG2746,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG674,6,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2006,9/21/2022,9/21/2022,5ASAG6746,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG474,6,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2006,9/21/2022,9/21/2022,5ASAG4746,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAK274,7,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2007,9/21/2022,9/21/2022,5ASAK2747,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAJ274,7,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2007,9/21/2022,9/21/2022,5ASAJ2747,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG674,7,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2007,9/21/2022,9/21/2022,5ASAG6747,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,7,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2007,9/21/2022,9/21/2022,5ASAG2747,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG474,7,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2007,9/21/2022,9/21/2022,5ASAG4747,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAJ274,8,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2008,9/21/2022,9/21/2022,5ASAJ2748,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG474,8,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2008,9/21/2022,9/21/2022,5ASAG4748,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,8,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2008,9/21/2022,9/21/2022,5ASAG2748,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG674,8,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2008,9/21/2022,9/21/2022,5ASAG6748,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAK274,8,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2008,9/21/2022,9/21/2022,5ASAK2748,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGPGA4,9,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2009,9/21/2022,9/21/2022,5ASGPGA49,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGTHA4,9,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2009,9/21/2022,9/21/2022,5ASGTHA49,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGUGA4,9,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2009,9/21/2022,9/21/2022,5ASGUGA49,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,9,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2009,9/21/2022,9/21/2022,5ASAG2749,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGXHA4,9,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2009,9/21/2022,9/21/2022,5ASGXHA49,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGVHA4,9,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2009,9/21/2022,9/21/2022,5ASGVHA49,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGRGA4,9,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2009,9/21/2022,9/21/2022,5ASGRGA49,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGTGA4,9,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2009,9/21/2022,9/21/2022,5ASGTGA49,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGPHA4,9,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2009,9/21/2022,9/21/2022,5ASGPHA49,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGRHA4,9,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2009,9/21/2022,9/21/2022,5ASGRHA49,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGPHA4,A,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2010,9/21/2022,9/21/2022,5ASGPHA4A,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGSHA4,A,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2010,9/21/2022,9/21/2022,5ASGSHA4A,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGRGA4,A,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2010,9/21/2022,9/21/2022,5ASGRGA4A,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGPGA4,A,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2010,9/21/2022,9/21/2022,5ASGPGA4A,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGVHA4,A,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2010,9/21/2022,9/21/2022,5ASGVHA4A,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGUGA4,A,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2010,9/21/2022,9/21/2022,5ASGUGA4A,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGRHA4,A,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2010,9/21/2022,9/21/2022,5ASGRHA4A,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGTGA4,A,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2010,9/21/2022,9/21/2022,5ASGTGA4A,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGPGA4,B,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2011,9/21/2022,9/21/2022,5ASGPGA4B,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGRGA4,B,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2011,9/21/2022,9/21/2022,5ASGRGA4B,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGUHA4,B,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2011,9/21/2022,9/21/2022,5ASGUHA4B,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGUGA4,B,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2011,9/21/2022,9/21/2022,5ASGUGA4B,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGTHA4,B,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2011,9/21/2022,9/21/2022,5ASGTHA4B,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGVHA4,B,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2011,9/21/2022,9/21/2022,5ASGVHA4B,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGXHA4,B,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2011,9/21/2022,9/21/2022,5ASGXHA4B,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGPHA4,B,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2011,9/21/2022,9/21/2022,5ASGPHA4B,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGSHA4,B,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2011,9/21/2022,9/21/2022,5ASGSHA4B,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASGTGA4,B,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2011,9/21/2022,9/21/2022,5ASGTGA4B,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6SGA,C,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2012,9/21/2022,9/21/2022,52CG6SGAC,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4AGA,C,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2012,9/21/2022,9/21/2022,52CG4AGAC,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2LGA,C,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2012,9/21/2022,9/21/2022,52CG2LGAC,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2SGA,C,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2012,9/21/2022,9/21/2022,52CG2SGAC,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2DGA,C,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2012,9/21/2022,9/21/2022,52CG2DGAC,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4SGA,C,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2012,9/21/2022,9/21/2022,52CG4SGAC,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2AGA,C,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2012,9/21/2022,9/21/2022,52CG2AGAC,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6AGA,C,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2012,9/21/2022,9/21/2022,52CG6AGAC,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6AGA,D,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2013,9/21/2022,9/21/2022,52CG6AGAD,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4SGA,D,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2013,9/21/2022,9/21/2022,52CG4SGAD,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2AGA,D,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2013,9/21/2022,9/21/2022,52CG2AGAD,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6SGA,D,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2013,9/21/2022,9/21/2022,52CG6SGAD,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4AGA,D,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2013,9/21/2022,9/21/2022,52CG4AGAD,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2SGA,D,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2013,9/21/2022,9/21/2022,52CG2SGAD,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2LGA,D,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2013,9/21/2022,9/21/2022,52CG2LGAD,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2DGA,D,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2013,9/21/2022,9/21/2022,52CG2DGAD,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4AGA,E,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2014,9/21/2022,9/21/2022,52CG4AGAE,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4SGA,E,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2014,9/21/2022,9/21/2022,52CG4SGAE,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2AGA,E,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2014,9/21/2022,9/21/2022,52CG2AGAE,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2SGA,E,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2014,9/21/2022,9/21/2022,52CG2SGAE,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2DGA,E,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2014,9/21/2022,9/21/2022,52CG2DGAE,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6AGA,E,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2014,9/21/2022,9/21/2022,52CG6AGAE,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6SGA,E,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2014,9/21/2022,9/21/2022,52CG6SGAE,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4AGA,F,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2015,9/21/2022,9/21/2022,52CG4AGAF,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6SGA,F,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2015,9/21/2022,9/21/2022,52CG6SGAF,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2LGA,F,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2015,9/21/2022,9/21/2022,52CG2LGAF,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2SGA,F,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2015,9/21/2022,9/21/2022,52CG2SGAF,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2AGA,F,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2015,9/21/2022,9/21/2022,52CG2AGAF,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2DGA,F,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2015,9/21/2022,9/21/2022,52CG2DGAF,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6AGA,F,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2015,9/21/2022,9/21/2022,52CG6AGAF,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4SGA,F,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2015,9/21/2022,9/21/2022,52CG4SGAF,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4SGA,G,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2016,9/21/2022,9/21/2022,52CG4SGAG,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6AGA,G,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2016,9/21/2022,9/21/2022,52CG6AGAG,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6SGA,G,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2016,9/21/2022,9/21/2022,52CG6SGAG,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4AGA,G,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2016,9/21/2022,9/21/2022,52CG4AGAG,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2DGA,G,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2016,9/21/2022,9/21/2022,52CG2DGAG,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2AGA,G,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2016,9/21/2022,9/21/2022,52CG2AGAG,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6AGA,H,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2017,9/21/2022,9/21/2022,52CG6AGAH,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2AGA,H,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2017,9/21/2022,9/21/2022,52CG2AGAH,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4AGA,H,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2017,9/21/2022,9/21/2022,52CG4AGAH,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2DGA,H,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2017,9/21/2022,9/21/2022,52CG2DGAH,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
