VIN Prefix,VIN Model Year,Vehicle Name,Make,Model-full,Vehicle Manufacturer,Technology,Model Year,Date Added,Date Updated,VIN_Key,Vehicle Category,Vehicle Use Case,Vehicle Class,,Last Refresh Date
52CU2NAF,J,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2018,9/21/2022,9/21/2022,52CU2NAFJ,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2DGA,J,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2018,9/21/2022,9/21/2022,52CG2DGAJ,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG4AGA,J,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2018,9/21/2022,9/21/2022,52CG4AGAJ,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6AGA,J,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2018,9/21/2022,9/21/2022,52CG6AGAJ,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2AGA,J,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2018,9/21/2022,9/21/2022,52CG2AGAJ,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CU2NAF,K,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2019,9/21/2022,9/21/2022,52CU2NAFK,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG2DGA,K,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2019,9/21/2022,9/21/2022,52CG2DGAK,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
52CG6AGA,K,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2019,9/21/2022,9/21/2022,52CG6AGAK,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,S,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,1995,9/21/2022,9/21/2022,5ASAG274S,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,T,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,1996,9/21/2022,9/21/2022,5ASAG274T,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,V,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,1997,9/21/2022,9/21/2022,5ASAG274V,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,W,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,1998,9/21/2022,9/21/2022,5ASAG274W,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,X,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,1999,9/21/2022,9/21/2022,5ASAG274X,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG474,X,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,1999,9/21/2022,9/21/2022,5ASAG474X,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG474,Y,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2000,9/21/2022,9/21/2022,5ASAG474Y,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAJ274,Y,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2000,9/21/2022,9/21/2022,5ASAJ274Y,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAK274,Y,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2000,9/21/2022,9/21/2022,5ASAK274Y,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
5ASAG274,Y,GEM NEV,GEM,NEV,Global Electric Motorcars,BEV,2000,9/21/2022,9/21/2022,5ASAG274Y,Light-Duty (Class 1-2),Neighborhood EV (NEV),"Class 1: <6,000 lbs",,
1GT40FDA,N,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2022,9/21/2022,9/21/2022,1GT40FDAN,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40FDA,P,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2023,9/21/2022,9/21/2022,1GT40FDAP,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT409DA,P,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2023,9/21/2022,9/21/2022,1GT409DAP,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40CDB,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40CDBR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40EDD,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40EDDR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40BDB,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40BDBR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40CDA,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40CDAR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40BDA,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40BDAR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40BDD,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40BDDR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40DDB,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40DDBR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40CDD,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40CDDR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40DDD,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40DDDR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40EDA,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40EDAR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40DDA,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40DDAR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT409DA,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT409DAR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT40EDB,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT40EDBR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT409DB,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT409DBR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GT409DD,R,GMC Hummer EV Pickup,GMC,Hummer EV Pickup,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT409DDR,Light-Duty (Class 1-2),Pickup,"Class 1: <6,000 lbs",,
1GKB08DC,R,GMC Hummer EV SUV,GMC,Hummer EV SUV,General Motors Corp.,BEV,2024,7/11/2023,7/11/2023,1GKB08DCR,Light-Duty (Class 1-2),SUV,"Class 1: <6,000 lbs",,
1GKB0SDE,R,GMC Hummer EV SUV,GMC,Hummer EV SUV,General Motors Corp.,BEV,2024,7/11/2023,7/11/2023,1GKB0SDER,Light-Duty (Class 1-2),SUV,"Class 1: <6,000 lbs",,
1GKB0PDC,R,GMC Hummer EV SUV,GMC,Hummer EV SUV,General Motors Corp.,BEV,2024,7/11/2023,7/11/2023,1GKB0PDCR,Light-Duty (Class 1-2),SUV,"Class 1: <6,000 lbs",,
1GKB0PDE,R,GMC Hummer EV SUV,GMC,Hummer EV SUV,General Motors Corp.,BEV,2024,7/11/2023,7/11/2023,1GKB0PDER,Light-Duty (Class 1-2),SUV,"Class 1: <6,000 lbs",,
1GKB08DE,R,GMC Hummer EV SUV,GMC,Hummer EV SUV,General Motors Corp.,BEV,2024,7/11/2023,7/11/2023,1GKB08DER,Light-Duty (Class 1-2),SUV,"Class 1: <6,000 lbs",,
1GKB0NDC,R,GMC Hummer EV SUV,GMC,Hummer EV SUV,General Motors Corp.,BEV,2024,7/11/2023,7/11/2023,1GKB0NDCR,Light-Duty (Class 1-2),SUV,"Class 1: <6,000 lbs",,
1GKB0RDE,R,GMC Hummer EV SUV,GMC,Hummer EV SUV,General Motors Corp.,BEV,2024,7/11/2023,7/11/2023,1GKB0RDER,Light-Duty (Class 1-2),SUV,"Class 1: <6,000 lbs",,
1GKB0NDE,R,GMC Hummer EV SUV,GMC,Hummer EV SUV,General Motors Corp.,BEV,2024,7/11/2023,7/11/2023,1GKB0NDER,Light-Duty (Class 1-2),SUV,"Class 1: <6,000 lbs",,
1GKB0SDC,R,GMC Hummer EV SUV,GMC,Hummer EV SUV,General Motors Corp.,BEV,2024,7/11/2023,7/11/2023,1GKB0SDCR,Light-Duty (Class 1-2),SUV,"Class 1: <6,000 lbs",,
1GKB0RDC,R,GMC Hummer EV SUV,GMC,Hummer EV SUV,General Motors Corp.,BEV,2024,7/11/2023,7/11/2023,1GKB0RDCR,Light-Duty (Class 1-2),SUV,"Class 1: <6,000 lbs",,
1GT407EL,R,GMC Sierra EV,GMC,Sierra EV,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT407ELR,Light-Duty (Class 1-2),Pickup,"Class 2A: 6,001 - 8,500 lbs",,
1GT401EL,R,GMC Sierra EV,GMC,Sierra EV,General Motors Corp.,BEV,2024,8/14/2023,8/14/2023,1GT401ELR,Light-Duty (Class 1-2),Pickup,"Class 2A: 6,001 - 8,500 lbs",,
KMTGE4S1,P,Genesis G80 EV,Genesis,G80 EV,Hyundai Motor America,BEV,2023,9/21/2022,9/21/2022,KMTGE4S1P,Light-Duty (Class 1-2),Sedan,"Class 1: <6,000 lbs",,
KMUKCDTB,P,Genesis GV60 EV,Genesis,GV60 EV,Hyundai Motor America,BEV,2023,9/21/2022,9/21/2022,KMUKCDTBP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 1: <6,000 lbs",,
KMUKCDTC,P,Genesis GV60 EV,Genesis,GV60 EV,Hyundai Motor America,BEV,2023,9/21/2022,9/21/2022,KMUKCDTCP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 1: <6,000 lbs",,
KMUKEDTB,P,Genesis GV60 EV,Genesis,GV60 EV,Hyundai Motor America,BEV,2023,9/21/2022,9/21/2022,KMUKEDTBP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 1: <6,000 lbs",,
KMUKEDTC,P,Genesis GV60 EV,Genesis,GV60 EV,Hyundai Motor America,BEV,2023,9/21/2022,9/21/2022,KMUKEDTCP,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 1: <6,000 lbs",,
5NMMCET1,P,Genesis GV70 EV,Genesis,GV70 EV,Hyundai Motor America,BEV,2023,5/16/2023,5/16/2023,5NMMCET1P,Light-Duty (Class 1-2),Midsize/Crossover/Wagon,"Class 1: <6,000 lbs",,
15GGD282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GGD282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GGD281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GGD281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GFE281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GFE281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GGC282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GGC282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GGE281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GGE281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GDE282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GDE282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GEA281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GEA281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GGE282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GGE282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GFC281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GFC281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GFE282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GFE282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GGA281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GGA281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GGB281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GGB281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GAB281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GAB281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GGA282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GGA282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GGC281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GGC281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GFC282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GFC282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GFD282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GFD282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GGB282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GGB282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GFD281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GFD281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GFB282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GFB282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GFB281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GFB281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GEE282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GEE282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GFA282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GFA282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GDB282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GDB282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GEE281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GEE281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GED282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GED282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GDC281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GDC281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GED281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GED281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GFA281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GFA281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GDD282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GDD282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GEC281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GEC281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GDE281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GDE281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GDD281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GDD281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GEC282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GEC282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GEB281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GEB281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GDC282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GDC282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GEB282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GEB282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GEA282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GEA282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GAA282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GAA282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GCB282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GCB282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GCC281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GCC281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GBD282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GBD282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GBE281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GBE281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GCA282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GCA282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GAE282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GAE282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GBA281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GBA281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GCB281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GCB281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GDB281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GDB281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GDA281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GDA281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GDA282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GDA282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GCD281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GCD281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GCD282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GCD282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GCE281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GCE281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GBE282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GBE282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GCA281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GCA281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GCE282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GCE282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GCC282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GCC282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GBC282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GBC282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GBD281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GBD281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GBC281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GBC281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GAD281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GAD281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GAD282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GAD282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GBA282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GBA282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GAC281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GAC281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GAC282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GAC282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GAB282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GAB282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GBB281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GBB281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GBB282,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GBB282K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GAA281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GAA281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GAE281,K,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2019,9/21/2022,3/15/2023,15GAE281K,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
15GEC281,L,Gillig Battery Electric Bus,Gillig,Battery Electric Bus,Gillig,BEV,2020,9/21/2022,3/15/2023,15GEC281L,Heavy-Duty (Class 7-8),Transit Bus,"Class 8: >33,001 lbs",,
